count	first_key	ja	ko
1	S1A:0102tbl:175	あ、すみれくん……	
1	S1A:0102tbl:176	……？\nなにを怒っているんだろう？	
1	S1A:0102tbl:178	やあ、アイリス。	
1	S1A:0102tbl:179	お兄ちゃん、きのうの夜は\nどうもありがとう！	
1	S1A:0102tbl:180	ジャンポールが戻ってきて、\nよかったね、アイリス。	
1	S1A:0102tbl:182	…………あのね、お兄ちゃん。	
1	S1A:0102tbl:183	何だい、アイリス？	
1	S1A:0102tbl:184	親切なお兄ちゃんって\nアイリス……だ～い好き！	
1	S1A:0102tbl:187	ねえ、お兄ちゃん。\n今度、お花見に\nみんなで行こうねー。	
1	S1A:0102tbl:188	いいねえ。\nきのうも上野公園は\n桜が満開だったよ。	
1	S1A:0102tbl:189	うん……でもね、アイリス\nお花よりお兄ちゃんと\n行けるのがうれしいな～。	
1	S1A:0102tbl:191	こういうの、\n「花よりタイコ」って\n言うんだよねー。	
1	S1A:0102tbl:192	アイリス……\nそれは「花よりダンゴ」って\n言うんだよ。	
1	S1A:0102tbl:193	えへへ……そうか。	
1	S1A:0102tbl:195	……ここが……\n今の俺の仕事場だ……	
1	S1A:0102tbl:196	……少尉。\nどうしました、こんなところで？	
1	S1A:0102tbl:197	や、やあ、マリア…………	
1	S1A:0102tbl:199	少尉。ここでの仕事が、\nご不満なのではないですか？	
1	S1A:0102tbl:200	すごく不満だ。\n不満ではないが……\n満足しているよ。	
1	S1A:0102tbl:201	……最初は、正直言って\nとまどったけど…………\n今は満足しているよ。	
1	S1A:0102tbl:202	そうですか。しかし、少尉は\n秘密部隊の隊長として、ここに\n着任されたのではないですか？	
1	S1A:0102tbl:203	それとも、そのことは\nもうお忘れになったのですか？	
1	S1A:0102tbl:204	もう忘れたよ\n忘れるもんか！	
1	S1A:0102tbl:205	ハハハ、もう忘れたよ。\n俺は、歌劇団の一員として\nこの劇場で働くのさ。	
1	S1A:0102tbl:206	少尉！\nそれは本心ですか⁉	
1	S1A:0102tbl:207	マ、マリア⁉	
1	S1A:0102tbl:208	確かに現在、帝都は平和です。\n人々も安心して、この劇場に\n足を運んでくれています。	
1	S1A:0102tbl:209	しかし、その平和に\nうつつをぬかすことなく、\n常に戦う心がまえでいること……	
1	S1A:0102tbl:210	平和を守る仕事というのは、\nそういうことではないのですか？	
1	S1A:0102tbl:212	…………申し訳ありません。\n差し出がましいことを\n言ってしまって……	
1	S1A:0102tbl:216	マリアは、けいこに行くと\n言っていたな……ということは\n花組のみんなは舞台だな。	
1	S1A:0102tbl:217	よし……舞台に行ってみよう。\nみんなと一度、\nじっくり話をしてみなければ……	
1	S1A:0102tbl:218	忘れるもんか！\n俺は帝国華撃団の隊長として\nここに配属されたんだ。	
1	S1A:0102tbl:219	仕事と言われれば、\nモギリでも何でもやるさ。	
1	S1A:0102tbl:220	でも、この帝都の平和を\n守るという心がまえだけは、\n絶対に忘れないぞ！	
1	S1A:0102tbl:221	そうですか…………\nその言葉を聞いて安心しました。	
1	S1A:0102tbl:222	私はけいこがありますから、\nこれで失礼します。	
1	S1A:0102tbl:223	少尉。花組のみんなは\n舞台でけいこをしています。\nよかったら、見に来てください。	
1	S1A:0102tbl:225	どうせヒマだし、\n舞台に行ってみるか。\nみんなのけいこを、見てみよう。	
1	S1A:0102tbl:228	すみません、少尉。\n突然、ぶしつけなことを\nお聞きしてしまって……	
1	S1A:0102tbl:229	まだ少尉はこの劇場に\nいらっしゃったばかりですし、\nよくわかりませんよね。	
1	S1A:0102tbl:230	そういえば……\n少尉、今から舞台で\nけいこが始まるんです。	
1	S1A:0102tbl:231	よかったら、\n見にいらしてください。	
1	S1A:0102tbl:232	ああ……ありがとう。	
1	S1A:0102tbl:234	……舞台に行ってみるか。\nみんなのけいこを見てみよう。	
1	S1A:0102tbl:235	ああ。すごく不満だ。\n秘密部隊の隊長として\n俺は配属されたんだぞ。	
1	S1A:0102tbl:236	それなのに……\nなぜ、モギリをやらされるんだ？\n話が違うじゃないか。	
1	S1A:0102tbl:237	少尉。\nモギリだって、立派な仕事です。\nそれに……	
1	S1A:0102tbl:238	不満ではないけど……\n俺は、帝国華撃団の隊長として\nここに着任したんだ。	
1	S1A:0102tbl:239	それなのに、やる仕事は\nキップのモギリ……\n何が何だか、わからないよ。	
1	S1A:0102tbl:240	少尉……\n心中はお察しします。\nしかし……	
1	S1A:0102tbl:241	私は知っています。\n娯楽が存在しない世界……\n生き残るために戦う世界……	
1	S1A:0102tbl:242	私はこの帝都を\n笑いの消えた街に\nしたくありません。	
1	S1A:0102tbl:243	だから、我々がこの劇場に\nお客さんを迎える事を……私は\nとても幸せなことだと思います。	
1	S1A:0102tbl:246	少尉。おひまでしたら、\nあとで舞台におこしください。\nけいこをやっていますから。	
1	S1A:0102tbl:247	……舞台に行ってみるか。\nみんなのけいこを、見てみよう。	
1	S1A:0102tbl:248	ここでくるっと回って……\n手をふりあげて……	
1	S1A:0102tbl:249	さくらさん！\n足の運びが違いますわよ！	
1	S1A:0102tbl:250	お……やってるやってる。	
1	S1A:0102tbl:251	華やかに見える舞台の裏にも、\nこんな日々のけいこが\nあるんだなあ……	
1	S1A:0102tbl:253	二人を止める。\nほうっておく。	
1	S1A:0102tbl:254	二人とも！\nケンカはやめるんだ‼	
1	S1A:0102tbl:256	お、大神さんっ‼\n危ないっ！	
1	S1A:0102tbl:258	きゃあっ、大神さん‼\nごめんなさい！	
1	S1A:0102tbl:259	しょ、少尉……\nなぜ、少尉がここに……	
1	S1A:0102tbl:260	二人とも……\nケンカはやめるんだ。	
1	S1A:0102tbl:261	俺は、舞台のことは\nよくわからないし、けいこに\n口出しをするつもりもない。	
1	S1A:0102tbl:262	けど……劇団だって、\nチームワークが大事なんだろう？\nケンカは……やめようよ。	
1	S1A:0102tbl:266	わかりました……\nすみません、大神さん。	
1	S1A:0102tbl:267	……わかってくれればいいんだ。\nじゃあ、俺はこれで……	
1	S1A:0102tbl:268	あ……大神さん！	
1	S1A:0102tbl:269	二人とも、やめなさいっ！	
1	S1A:0102tbl:270	（マリアが止めに入ったか……）	
1	S1A:0102tbl:271	止めないでくださる？\nさくらさんが、着物のすそを\nふんだのが悪いんですのよ！	
1	S1A:0102tbl:272	でも、すみれだって、\nひどいこと言ってたよ！	
1	S1A:0102tbl:273	ともかく……\nケンカはやめて！	
1	S1A:0102tbl:274	私たちは、どんなときでも\n争ったりしてはいけないわ……	
1	S1A:0102tbl:275	すみませんでした。	
1	S1A:0102tbl:276	……ふん！\n今日のところはこれくらいに\nしてさしあげますわっ！	
1	S1A:0102tbl:277	（…………ケンカは\n　おさまったようだな）	
1	S1A:0102tbl:278	（これ以上、ここにいても\n　しょうがない……戻ろう）	
1	S1A:0102tbl:279	あっ！　大神さん‼	
1	S1A:0102tbl:281	マリアさん、ごめんなさい！	
1	S1A:0102tbl:282	あっ、さくら！\nどこに行くの⁉	
1	S1A:0102tbl:283	大神さん！\n待ってください！	
1	S1A:0102tbl:284	…………ん？	
1	S1A:0102tbl:287	あたしの話を……\n聞いていただけますか？	
1	S1A:0102tbl:288	わかった。何の話だい？\nいや、俺の話を聞いてくれ！	
1	S1A:0102tbl:289	わかった。何の話だい？	
1	S1A:0102tbl:291	花組の隊長は、\nただの軍人にはできない。\nいや、させてはいけない……	
1	S1A:0102tbl:295	だから、米田支配人は\n大神さんに、わざとモギリの\n仕事なんかをやらせたんです。	
1	S1A:0102tbl:297	大神さん。あたしからも、\nお願いがあります。	
1	S1A:0102tbl:298	この劇場を……\nそして、あたしたち花組を……\n好きになってください！	
1	S1A:0102tbl:299	そして……\nあたしたちの隊長として、\n一緒に戦ってください！	
1	S1A:0102tbl:300	戦う……戦うって……\nいったい、誰と……？	
1	S1A:0102tbl:307	いや、待ってくれ。\n俺の話を聞いてくれ。	
1	S1A:0102tbl:309	最初に秘密部隊と聞いたとき、\n正直言って、心が躍った。	
1	S1A:0102tbl:310	平和を守るための仕事ができる。\nそう思うと……\nとても、うれしかったんだ。	
1	S1A:0102tbl:311	それなのに……\n俺は……俺は、劇場なんかで\n一体、何をしているんだ‼	
1	S1A:0102tbl:312	教えてくれ、さくらくん！\n俺は、なんのために\nこの劇場に来たんだ⁉	
1	S1A:0102tbl:320	大神さんの意気地なし！\nいつまで、そんないじけた顔を\nしているつもりなんです⁉	
1	S1A:0102tbl:321	あたし、勝手にしゃべります！\n聞きたくなければ、\n耳をふさいでいてください！	
1	S1A:0102tbl:323	花組の隊長は、ただの軍人には\nできない……いや、\nさせてはいけない……	
1	S1A:0102tbl:327	だから、米田支配人は\n大神さんに、わざとモギリの\n仕事なんかをやらせたんです！	
1	S1A:0102tbl:329	しかし……戦うって……\nいったい、誰と……？	
1	S1A:0102tbl:337	うむ、ご苦労！	
1	S1A:0102tbl:338	よ、米田支配人……\nそれに、みんな……\nこ、これは⁉	
1	S1A:0102tbl:339	大神、歌劇団はお休みだ。\n帝国華撃団は、\n本来の任務に戻ったのだ！	
1	S1A:0102tbl:340	……お前をだますような\n事をしてすまなかった。	
1	S1A:0102tbl:341	しかし私は、お前が秘密部隊の\n隊長として適任かどうか、\n試したかったのだ。	
1	S1A:0102tbl:342	こ、ここはいったい？	
1	S1A:0102tbl:343	ここが、帝国華撃団の中枢部。\n……地下指令室だ。	
1	S1A:0102tbl:344	米田支配人！　華撃団は……\n華撃団は本当にあったんですね⁉	
1	S1A:0102tbl:345	むろんだ……歌劇団とは\n世を忍ぶ仮の姿にすぎない。	
1	S1A:0102tbl:346	では、改めて紹介しよう。\n彼女たちが、きみの部下になる\n帝国華撃団・花組の隊員たちだ。	
1	S1A:0102tbl:347	大神さん……あたし、\n大神さんとなら、力の限り\n戦えそうな気がします！	
1	S1A:0102tbl:348	帝国華撃団の新人どうし、\nがんばりましょう！	
1	S1A:0102tbl:349	大神さん、\nよろしくお願いします！	
1	S1A:0102tbl:350	お兄ちゃん、\nアイリスといっしょに\nがんばろうね！	
1	S1A:0102tbl:351	お兄ちゃん、がんばろうね！	
1	S1A:0102tbl:352	少尉、その戦闘服姿……\nなかなかお似合いですわよ。	
1	S1A:0102tbl:353	さて、少尉が\nどれほどの腕なのか……\n見せてもらいますわ。	
1	S1A:0102tbl:354	戦いは時に非情なものです。\n少尉が隊長としての責任に\n耐えうるかどうか……	
1	S1A:0102tbl:355	お手並み拝見といきましょう。	
1	S1A:0102tbl:356	少尉。\n私は、少尉をまだ隊長として\n認めたわけではありません。	
1	S1A:0102tbl:357	少尉の考え方、そして心が\n理解できたとき……\n隊長と呼ばせていただきます。	
1	S1A:0102tbl:358	……わかった。\nみんな、よろしく頼む！	
1	S1A:0102tbl:359	米田長官。\nわれわれの敵は、誰なんですか？	
1	S1A:0102tbl:360	お前も、うわさぐらいは\n耳にしているだろう。	
1	S1A:0102tbl:361	魔操機兵と呼ばれる機械兵を使い\n帝都をおびやかす謎の組織……	
1	S1A:0102tbl:362	その名を……\n黒之巣会という。	
1	S1A:0102tbl:363	くろのすかい……？	
1	S1A:0102tbl:364	さくらはねー、東京に来た日に\n上野公園で、まそーきへいを\nやっつけちゃったんだよ。	
1	S1A:0102tbl:365	アイリス！\nその話は、秘密だって\n言ったでしょ！	
1	S1A:0102tbl:366	なんだって？　じゃあ……\n怪物を倒した少女とは、\nさくらくんのことだったのか⁉	
1	S1A:0102tbl:367	そうだ。\nしかし、魔操機兵相手に、\n生身では限界がある……	
1	S1A:0102tbl:368	そこで、だ。\nわれわれにも強力な武器がある。\n地下格納庫に案内しよう。	
1	S1A:0102tbl:370	帝国華撃団がほこる秘密兵器……\n霊子甲冑・「光武」だ！	
1	S1A:0102tbl:371	りょうし……かっちゅう？	
1	S1A:0102tbl:372	ああ……\n強い霊力を持つ者だけが動かせる\nいわば機械の甲冑だ。	
1	S1A:0102tbl:373	その力を備えた者たちが\nこの花組……\nそして、お前だ。	
1	S1A:0102tbl:374	……さあ\nお前の光武は白いやつだ。\n乗ってみるがいい。	
1	S1A:0102tbl:375	黒之巣会の出現地点は\nこの前と同じく、上野公園だ。\n現地へは、弾丸列車で向かえ！	
1	S1A:0102tbl:377	アイリスの光武はまだないから、\nお留守番をしてるけど……	
1	S1A:0102tbl:379	……なるほど\n文字どおりの甲冑だな……\nよし！　これなら動かせるぞ！	
1	S1A:0102tbl:380	……大神さん、出動命令を！\n黒之巣会の手から、上野公園を\n守りましょう！	
1	S1A:0102tbl:381	花組、出撃せよ！\n花見の準備をせよ！	
1	S1A:0102tbl:382	帝国華撃団・花組、出撃せよ！\n目標地点、上野公園！	
1	S1A:0102tbl:384	光武、起動しましたわ！	
1	S1A:0102tbl:385	帝国華撃団、出撃します！	
1	S1A:0102tbl:387	はあ⁉	
1	S1A:0102tbl:388	……正気ですか？　少尉。	
1	S1A:0102tbl:389	きっと、戦いに勝って\n上野公園でお花見をやろう、\nってことなんですよ！	
1	S1A:0102tbl:390	アイリスー！\nお花見の準備を頼んだわよ！	
1	S1A:0102tbl:391	わかったー！	
1	S1A:0102tbl:392	帝国華撃団、出撃します！\n行きましょう、大神さん！	
1	S1A:0102tbl:393	ばか野郎！\n隊長のくせに、何をボーッと\nしているんだ！	
1	S1A:0102tbl:394	いくら初陣とはいっても、\n出撃命令くらい\nお前が出さんか！	
1	S1A:0102tbl:396	帝国華撃団・花組、出撃せよ！\n目標地点……えーと、\nどこだったっけ？	
1	S1A:0102tbl:397	少尉！\nしっかりしてください！	
1	S1A:0102tbl:398	お兄ちゃん、がんばれー！	
1	S1A:0102tbl:399	大神さん。\n出撃するのは、上野公園です……	
1	S1A:0102tbl:400	そ、そうだった！	
1	S1A:0102tbl:401	帝国華撃団・花組、\n上野公園に向けて、出撃！	
1	S1A:0102tbl:402	……正直言って、\n不安になってきましたわ。	
1	S1A:0102tbl:403	あ……\nもうこんな時間だ……	
1	S1A:0102tbl:404	大神さん。\nもう夜もだいぶふけました。	
1	S1A:0102tbl:405	今日の見まわりは、\nこれぐらいにしておきませんか？	
1	S1A:0102tbl:406	あ……そろそろ時間だ。	
1	S1A:0102tbl:407	大神さん。もうじき、\n劇場の照明が消されます。\nそろそろ終わりにしましょう。	
1	S1A:0102tbl:408	そうか……わかった。	
1	S1A:0102tbl:409	じゃあ、\n部屋にもどりましょうか。	
1	S1A:0102tbl:410	そうだね。じゃ、おやすみ。\n部屋まで送るよ。\n見まわりをつづけよう。	
1	S1A:0102tbl:411	そうだね。じゃ、おやすみ。\n部屋まで送るよ。	
1	S1A:0102tbl:413	いいんですよ、これぐらい。\nそれより、大神さん……\n元気を出してくださいね。	
1	S1A:0102tbl:415	じゃ、おやすみなさい。	
1	S1A:0102tbl:417	じゃあ、部屋まで送るよ。\n今日はいろいろと\nつきあってもらったしね。	
1	S1A:0102tbl:419	もちろんだよ。\nじゃあ、行こうか。	
1	S1A:0102tbl:420	もう少し見まわりをつづけよう。\nまだ気になる場所があるし。	
1	S1A:0102tbl:421	わかりました。\nじゃあ、あと少しだけ\n見まわりをつづけましょう。	
1	S1A:0102tbl:422	でも、もうすぐ電気が消えるので\nあと４部屋くらいしか\n見まわれないと思いますけど……	
1	S1A:0102tbl:423	わかった。じゃ、行こう。	
1	S1A:0102tbl:424	じゃ、大神さん。\nお疲れさまでした。\nあたしはこれで失礼します。	
1	S1A:0102tbl:425	大神さん……\n元気を出してくださいね。	
1	S1A:0102tbl:428	そうだね。\nちょうどアイリスの部屋の前だし\nこれを返してから解散しよう。	
1	S1A:0102tbl:429	ええ、そうしましょう。	
1	S1A:0102tbl:430	アイリス……\nさくらよ。開けてちょうだい。	
1	S1A:0102tbl:432	そうだね。\nアイリスに返しに行こうか。	
1	S1A:0102tbl:433	ええ。\nじゃあ、アイリスの部屋に\n行きましょうか。	
1	S1A:0102tbl:434	アイリスの部屋についたぞ。	
1	S1A:0102tbl:445	それじゃ、大神さん……\n夜も遅いですから、\n今日はこれで……	
1	S1A:0102tbl:447	いいんですよ、これぐらい。\nじゃ、おやすみなさい。	
1	S1A:0102tbl:449	送るっていっても、ここは\nあたしの部屋の前じゃ\nないですか！	
1	S1A:0102tbl:450	あ……ほんとだ。	
1	S1A:0102tbl:451	うふふ……大神さんって、\nホントにおもしろい人ですね。	
1	S1A:0102tbl:452	じゃあ、おやすみなさい。	
1	S1A:0102tbl:453	ああ。おやすみ。	
1	S1A:0102tbl:455	わざわざ送っていただいて\nありがとうございました。	
1	S1A:0102tbl:456	いやいや、これくらい。\nじゃあ、おやすみ。	
1	S1A:0102tbl:457	明日も、大神さんに\n会えるんですね……\nうれしいなあ。	
1	S1A:0102tbl:459	い、いいえ。\n何でもないんです。\nじゃ……おやすみなさい。	
1	S1A:0102tbl:461	昼間、モギリをやった場所だ。\nまさか、夜も仕事で\nここに来ることになるとは……	
1	S1A:0102tbl:462	俺の仕事は……\n本当にモギリと\n見まわりだけなのか……	
1	S1A:0102tbl:463	……………………\n行きましょう、大神さん。	
1	S1A:0102tbl:465	どうしたんだ、アイリス⁉\nこんな時間に……	
1	S1A:0102tbl:466	お兄ちゃん……\nさくら……	
1	S1A:0102tbl:467	どうしたの、アイリス。\nさあ、話してごらんなさい。	
1	S1A:0102tbl:468	あのね……\nジャンポールがいないの……	
1	S1A:0102tbl:469	たぶん……どこかに\n置いて来ちゃったんだと\n思うの……	
1	S1A:0102tbl:470	ぐすっ……きっと今ごろ、\nジャンポール、一人ぼっちだよ。\nぐすっ……かわいそう……	
1	S1A:0102tbl:472	心配しないで、アイリス。\n明日、明るくなれば\nすぐに見つかるわよ。	
1	S1A:0102tbl:473	さあ、もう遅いわ。\n今日は、もうお部屋に\nもどりなさい。	
1	S1A:0102tbl:474	ぐすっ…………うん……\nそうする………………	
1	S1A:0102tbl:475	アイリスが昼間にどの部屋に\nいたかがわかれば\nいいんですけどね……	
1	S1A:0102tbl:476	……大神さん。\nそろそろ、行きましょうか。	
1	S1A:0102tbl:477	ここは、楽屋か…………	
1	S1A:0102tbl:478	あ！　大神さん‼\nあそこに、アイリスの\nジャンポールが！	
1	S1A:0102tbl:480	アイリスも喜んでたし……\nよかったですね、大神さん。	
1	S1A:0102tbl:482	はやくジャンポールを\nアイリスに返してあげましょう、\n大神さん。	
1	S1A:0102tbl:483	間違いない。\nアイリスのジャンポールだ。	
1	S1A:0102tbl:484	よかった……\nさっそく届けてあげましょう。	
1	S1A:0102tbl:485	大神さん！\nジャンポールをちゃんと\n持っていきましょうよ。	
1	S1A:0102tbl:486	あれ？\nさくらくんが……いない？	
1	S1A:0102tbl:487	なんだ、さくらくん……\nここにいたのか……	
1	S1A:0102tbl:488	大神さん…………\nここから、外を見てください。	
1	S1A:0102tbl:489	わあ……夜の銀座か。	
1	S1A:0102tbl:490	あたし……街の灯って\nすごいと思うんです。	
1	S1A:0102tbl:491	どうして……？	
1	S1A:0102tbl:492	美しくみせようとして光っている\n明かりじゃないのに\nこんなにきれいなんですよ。	
1	S1A:0102tbl:493	そして、他の灯と一緒になって、\nこんなに美しい夜景を\n見せてくれるんです。	
1	S1A:0102tbl:494	あたしも、舞台では\nあの街の灯のように\n光っていたい……	
1	S1A:0102tbl:496	そして、道行く人の足下を照らす\n街灯のように……\n……強くて暖かい光になりたい。	
1	S1A:0102tbl:497	……ごめんなさい、大神さん。\n見まわりの途中なのに\nお時間とらせちゃって……	
1	S1A:0102tbl:498	さあ、見まわりを続けましょう。	
1	S1A:0102tbl:499	街の灯、か……	
1	S1A:0102tbl:500	俺も、華撃団の隊長として\nあの灯の下でくらす人々の生活を\n守る仕事がしたかったよ……	
1	S1A:0102tbl:502	……さあ、行こう。\nよく考えたら、見まわりだって\n生活を守る大事な仕事だしね。	
1	S1A:0102tbl:503	はい！\nじゃ、次の部屋に行きましょう、\n大神さん！	
1	S1A:0102tbl:504	窓からは、銀座の夜景が見える。	
1	S1A:0102tbl:505	大神さん、行きましょう。\nあまり外ばかり見てても\n見まわりになりませんし。	
1	S1A:0102tbl:506	あ、マリア。	
1	S1A:0102tbl:507	少尉にさくら……\nこんな時間にどうしたんですか？	
1	S1A:0102tbl:508	夜の見まわりです。\nマリアさんこそ、こんな時間に\nどうしたんですか？	
1	S1A:0102tbl:509	借りていた本を返しに来たのよ。	
1	S1A:0102tbl:510	へぇ、何を借りてたんですか？	
1	S1A:0102tbl:511	「罪と罰」よ……	
1	S1A:0102tbl:512	トルストイだね。\nドストエフスキーだね。\nゴーリキーだね。	
1	S1A:0102tbl:513	「罪と罰」か……\nたしか、トルストイだよね。	
1	S1A:0102tbl:519	「罪と罰」か……たしか、\nドストエフスキーだよね。	
1	S1A:0102tbl:520	そうです。\n少尉はなかなか教養が\nおありですね。	
1	S1A:0102tbl:521	大神さん、すごーい！\nあたし、感心しちゃいました！	
1	S1A:0102tbl:525	「罪と罰」か……\nたしか、ゴーリキーだよね。	
1	S1A:0102tbl:531	ご存じありませんか？\nドストエフスキーという、\nロシアの作家の作品です。	
1	S1A:0102tbl:532	この書庫は貸し出し自由ですから\n少尉も遠慮なく\n利用してくださいね。	
1	S1A:0102tbl:536	ここは書庫だったな。\n俺も今度、本を借りよう。	
1	S1A:0102tbl:537	とりあえず、今は\n異常なしですね。\n行きましょう、大神さん。	
1	S1A:0102tbl:538	ここは……アイリスの部屋か。	
1	S1A:0102tbl:539	アイリスの部屋には、\nぬいぐるみがいっぱい\nあるんですよ。	
1	S1A:0102tbl:540	アイリス……\n大神だけど…………	
1	S1A:0102tbl:542	もう寝ちゃったみたいですね。\n行きましょう、大神さん。	
1	S1A:0102tbl:543	…………返事がない。\nいないのかな？	
1	S1A:0102tbl:544	まさか……\nもうこんな時間ですよ。\n寝ちゃったんじゃないですか？	
1	S1A:0102tbl:555	じゃあ、見まわりを\nつづけましょうか。	
1	S1A:0102tbl:557	お兄ちゃん……さくら……\nジャンポールを見かけなかった？	
1	S1A:0102tbl:558	ごめんなさい……\n見かけなかったわ。	
1	S1A:0102tbl:559	でも、明日になれば\nきっと見つかるわよ。\n心配しないで、おやすみなさい。	
1	S1A:0102tbl:561	ジャンポールか……\nアイリス、いったいどこに\n忘れてきたのかな？	
1	S1A:0102tbl:562	ここは……マリアの部屋か。	
1	S1A:0102tbl:563	マリアさんのお父さまって、\nロシアの方なんですよ。	
1	S1A:0102tbl:566	……少尉。\nこんな夜中に、女の部屋を\n訪問するなんて、非常識ですよ。	
1	S1A:0102tbl:567	……怒られちゃいましたね。	
1	S1A:0102tbl:571	……無視されちゃいましたね。	
1	S1A:0102tbl:574	返事がない。いないのかな？	
1	S1A:0102tbl:575	もう寝ちゃってるんじゃ\nないですか？	
1	S1A:0102tbl:576	……ここにいてもしかたがない。\n見まわりをつづけよう。	
1	S1A:0102tbl:577	ここはすみれくんの部屋か。	
1	S1A:0102tbl:578	すみれさんの部屋は、\n飾りつけがすごく\n豪華なんですよ。	
1	S1A:0102tbl:579	（そう言えば……\n　すみれくんあての手紙を\n　お客さんから預かっていたな）	
1	S1A:0102tbl:581	大神だけど……\nちょっと渡したいものが\nあるんだ……	
1	S1A:0102tbl:582	なんですの、少尉？\nそれに、さくらさんまで。\nまったく、こんな夜中に……	
1	S1A:0102tbl:583	昼間、モギリをしていたときに\n「熱烈なファン」という人から\n手紙をあずかったんだ。	
1	S1A:0102tbl:585	まあ……\nこれをわざわざわたくしに……？\nありがとうございます！	
1	S1A:0102tbl:586	それにしても、こんな夜中に\n持ってくることも\nないんじゃありません？	
1	S1A:0102tbl:587	ごめん……\nすっかり忘れてたんだ。	
1	S1A:0102tbl:588	わざわざ届けていただいたことは\nとりあえず感謝しますわ。\nありがとうございました。	
1	S1A:0102tbl:589	……それにしても、\nなんで少尉とさくらさんが\n一緒なんですの？	
1	S1A:0102tbl:590	大神さんの夜の見まわりを\n手伝ってあげているんです。	
1	S1A:0102tbl:591	ふーん……\nご苦労ですこと。	
1	S1A:0102tbl:592	では少尉、わたくしはこれで。\nありがとうございました。	
1	S1A:0102tbl:593	やれやれ、これで\nあのファンの人も\n喜んでくれるだろう。	
1	S1A:0102tbl:598	……しかたない。\n見まわりをつづけようか。	
1	S1A:0102tbl:601	……また、着替えを\nのぞくつもりですの？	
1	S1A:0102tbl:602	（うわ……\n　まだ怒ってる……）	
1	S1A:0102tbl:604	……大神さん。\n「着替えをのぞく」って、\n何のことです？	
1	S1A:0102tbl:605	いいっ‼\nそ、それはその……	
1	S1A:0102tbl:606	……いいから、行きましょう。\nここでケンカしたら、\nすみれさんに迷惑です。	
1	S1A:0102tbl:609	しつこいですわね！\nどこかに行ってくださらない⁉	
1	S1A:0102tbl:610	こりゃダメだ……\nしかたない。行くか。	
1	S1A:0102tbl:611	ここは、宿直室です。\n前はここに泊まり込んで\n見まわりをしたらしいですよ。	
1	S1A:0102tbl:612	俺がかわりに、夜の見まわりか。\n帝都の平和を守るのが、\n俺の仕事ではなかったのか……	
1	S1A:0102tbl:613	…………行きましょうか、\n大神さん。	
1	S1A:0102tbl:614	ここは宿直室だね。\nおぼえたぞ。	
1	S1A:0102tbl:615	異常なしですね。\nじゃ、行きましょう。	
1	S1A:0102tbl:616	ここは知ってる。支配人室だ。\n忘れようと思っても\n忘れられない。	
1	S1A:0102tbl:617	「帝国歌劇団」の額縁……\n夢に出てきそうだよ。	
1	S1A:0102tbl:618	……カギがかかってますし、\n異常はなさそうですね。	
1	S1A:0102tbl:619	カギがかかっているし、\nとくに異常はない。行こう。	
1	S1A:0102tbl:620	ここは事務局だよね。\n昼間も一度、ここに来たよ。	
1	S1A:0102tbl:621	……異常なしですね。\nじゃあ、行きましょう。	
1	S1A:0102tbl:622	由里くんやかすみくんは\nもういないなあ……\n当たり前か。	
1	S1A:0102tbl:623	とくに異常はなさそうです。\n行きましょう。	
1	S1A:0102tbl:624	ここは厨房です。\nあたしたちも、ときどき\nここで料理をしますよ。	
1	S1A:0102tbl:625	設備もけっこう充実してるね。	
1	S1A:0102tbl:626	異常ありませんね。\n火の元もよし、と。\nじゃ、行きましょう。	
1	S1A:0102tbl:627	厨房だね。火の元もよし、と。\nじゃ、行こうか。	
1	S1A:0102tbl:628	ここは食堂です。\nあたしたちだけでなく、\nお客さんも利用できます。	
1	S1A:0102tbl:629	とくに異常はないね。\nじゃ、行こうか。	
1	S1A:0102tbl:631	さっき、さくらくんの\nブロマイドを買ったよ。	
1	S1A:0102tbl:632	えっ⁉　ホントですか？\nど、どんなブロマイドでした？	
1	S1A:0102tbl:634	……ホントだ。\nなんだか……はずかしいなあ。	
1	S1A:0102tbl:635	ハハハ、大事にさせてもらうよ。	
1	S1A:0102tbl:636	じゃあ、見まわりにもどろう。	
1	S1A:0102tbl:639	別に異常はないね。行こうか。	
1	S1A:0102tbl:640	売店だ。\nとくに異常はなさそうだ。	
1	S1A:0102tbl:641	行きましょうか、大神さん。	
1	S1A:0102tbl:642	大帝国劇場の玄関です。	
1	S1A:0102tbl:643	……しっかりカギはかかってる。\nとじまりは大丈夫だ。	
1	S1A:0102tbl:645	一階の客席です。\n奥の舞台の上で、あたしたちは\nいつも公演をしてるんです。	
1	S1A:0102tbl:646	なるほど…………	
1	S1A:0102tbl:648	いつもはにぎやかな場所が\n夜、静まり返っていると\nけっこう怖いね……	
1	S1A:0102tbl:649	い、行きましょう、大神さん。\nなんだか、怖くなってきました。	
1	S1A:0102tbl:650	ここは衣装部屋です。\n公演で使ういろんな衣装が\nおいてあります。	
1	S1A:0102tbl:651	へえ……すごいな。	
1	S1A:0102tbl:653	ここは衣装部屋だね。	
1	S1A:0102tbl:655	ここは「そで」って言って、\n役者が出番を待って\nひかえている場所です。	
1	S1A:0102tbl:656	へえ～……なるほど。	
1	S1A:0102tbl:657	ここは「そで」だったっけ。\n役者が出番を待つ場所だよね。	
1	S1A:0102tbl:658	そのとおり。よくできました！	
1	S1A:0102tbl:659	……異常もなさそうですね。\n行きましょう。	
