key	file	index	id	flags	ja	ko
S2:EV47002:23	EV47002.MES	23	47e9adde		俺に勝ったぐれぇで……\n夢見るんじゃねえ……	나를　이겼다고……\n꿈도　꾸지　마……
S2:EV47020:0	EV47020.MES	0	02607fff		くっ、何だこれは……？\n光武が思うように\n動かないぞ……	큭，　이게　뭐지……？\n광무가　생각대로\n움직이지　않아……
S2:EV47020:1	EV47020.MES	1	02607fff		金剛の発した\n「気」のせいか……？	금강이　내뿜은\n「기」　때문인가……？
S2:EV47021:0	EV47021.MES	0	47e17fff		……くっ！\nさすがに、ちょいと\nくたびれちまったぜ。	……큭！\n역시　조금\n지쳤구나．
S2:EV47021:1	EV47021.MES	1	47e17fff		へっ！　だがよ……\nこれからが本番だぜ……	쳇！　하지만……\n이제부터가　진짜야……
S2:EV47021:2	EV47021.MES	2	47e77fff	gaiji=81B8	おらぁ、いくぜ！\n帝国華撃団‼	간다！\n제국화격단‼
S2:EV47030:0	EV47030.MES	0	47e17fff	dup=S2:EV47021:0	……くっ！\nさすがに、ちょいと\nくたびれちまったぜ。	……큭！\n역시　조금\n지쳤구나．
S2:EV47030:1	EV47030.MES	1	47e17fff	dup=S2:EV47021:1	へっ！　だがよ……\nこれからが本番だぜ……	쳇！　하지만……\n이제부터가　진짜야……
S2:EV47030:2	EV47030.MES	2	47e77fff	dup=S2:EV47021:2;gaiji=81B8	おらぁ、いくぜ！\n帝国華撃団‼	간다！\n제국화격단‼
S2:EV47031:0	EV47031.MES	0	47e77fff	gaiji=81B8	どうしたぁ、大神一郎‼\nそんなところで\n何してやがる！	어이，　오오가미　이치로‼\n거기서　뭘\n하고　있느냐！
S2:EV47031:1	EV47031.MES	1	47e97fff		まさか、\nビビってんじゃねぇだろうな？\nがははははは！	설마\n겁먹은　건　아니겠지？\n하하하하하！
S2:EV47031:2	EV47031.MES	2	47e17fff		てめえは、女に戦わせて\n自分は後ろで見てるような\nヤツだったのか？	너는　여자를　싸우게　하고\n자기는　뒤에서　지켜보는\n놈이었나？
S2:EV47031:3	EV47031.MES	3	47e77fff	gaiji=81B8	前に出て戦いやがれ！\n大神一郎‼	앞에　나와　싸워라！\n오오가미　이치로‼
S2:EV47031:4	EV47031.MES	4	47e97fff	gaiji=81B8	がははははは‼\nてめえの力はその程度か？！	하하하하하‼\n네　힘은　고작　그　정도냐⁉
S2:EV47031:5	EV47031.MES	5	47e97fff		この勝負の結果は\nもう見えたな、大神一郎！	승부의　결과는\n이미　정해졌다，　오오가미！
S2:EV47031:6	EV47031.MES	6	47e87fff	gaiji=81B8	……へへっ、\nそれでこそ、帝国華撃団！\nそれでこそ、大神一郎だ‼	……헤헤，\n그래야　제국화격단이지！\n그래야　오오가미　이치로다‼
S2:EV47031:7	EV47031.MES	7	47e97fff	gaiji=81B8	おもしれぇじゃねえか！\nこれで、ますます気合いが\n入るってもんだぜ‼	재밌잖아！\n이제　더더욱　투지가\n솟는다는　거지‼
S2:EV47031:8	EV47031.MES	8	47e77fff		いくぜ、大神一郎！\n今日こそ、俺とてめえの\n決着をつけてやる！	간다，　오오가미　이치로！\n오늘이야말로　나와　네가\n결판을　내　주마！
S2:EV49001:0	EV49001.MES	0	106921de	gaiji=81B8	へっ、やっぱり\nいやがったぜ‼	쳇，　역시\n있었군‼
S2:EV49001:1	EV49001.MES	1	0c8121df		立ち止まらないで！\n敵が態勢を整える前に\n一気に突破するわよ！	멈추지　마！\n적이　태세를　갖추기　전에\n단숨에　돌파하자！
S2:EV49001:2	EV49001.MES	2	200921e0	gaiji=81B8	突破口を開いた！\nさあ、今のうちに‼	돌파구를　열었어！\n자，　지금이　기회야‼
S2:EV49001:3	EV49001.MES	3	145221e1	gaiji=81B8	うん‼\nありがとう、レニ。	응‼\n고마워，　레니．
S2:EV49001:4	EV49001.MES	4	089921e2		わたくしの花道を\nジャマする者は\n容赦しませんことよ！	내　꽃길을\n방해하는　자는\n용서하지　않겠어요！
S2:EV49001:5	EV49001.MES	5	183921e3	gaiji=81B8	よっしゃ！\nほとんど、片づけたで。\n残るはあいつらだけや‼	좋아！\n거의　정리했데이．\n남은　건　저　녀석들뿐‼
S2:EV49001:6	EV49001.MES	6	1c2121e4	gaiji=81B8	わたしにまかせてくださ～い！\nいきま～す‼	저에게　맡겨　주세요ー！\n갑니다ー‼
S2:EV49001:7	EV49001.MES	7	04b221e5		さすがですね、\n織姫さん！	역시네요，\n오리히메　씨！
S2:EV49001:8	EV49001.MES	8	1c2221e6		フフン。\nこれくらい当然で～す。	흥．\n이　정도야　당연하죠ー．
S2:EV49001:9	EV49001.MES	9	02597fff	gaiji=81B8	よし！\nこのまま突入するぞ‼	좋아！\n이대로　돌입한다‼
S2:EV49001:10	EV49001.MES	10	04b102c4	dup=S1A:0806tbl:71;gaiji=81B8	了解‼	알겠습니다‼
S2:EV50002:0	EV50002.MES	0	47e8221a		クッ……\nやってくれるじゃねえか、\nてめえら……	큭……\n제법　해　주는군，\n너희……
S2:EV50002:1	EV50002.MES	1	0c81221b		もうあなたは戦えないはずよ。\nあきらめなさい。	이제　싸울　수　없어요．\n포기하세요．
S2:EV50002:2	EV50002.MES	2	47e7221c		うるせぇ！\nンなこたぁ関係ぇねぇ！\n俺はまだ負けられねぇんだ！	시끄러워！\n그딴　건　상관없어！\n난　아직　질　수　없다！
S2:EV50002:3	EV50002.MES	3	47e8221d		クソッたれ……\n身体が……動けってんだよ！\n動けよ、オラっ！	젠장……\n몸아……　움직여！\n움직이라고，　어서！
S2:EV50002:4	EV50002.MES	4	02597fff	dup=S1A:0101tbl:783	…………	…………
S2:EV50002:5	EV50002.MES	5	47e8221e		畜生、畜生、畜生！\nす、すまねぇ……\nす……水狐……	젠장，　젠장，　젠장！\n미，　미안하다……\n수……　수호……
S2:EV50002:6	EV50002.MES	6	1839221f		……大神はん。\n着いたみたいやで。	……오오가미　씨．\n도착한　모양이네．
S2:EV50002:7	EV50002.MES	7	02597fff	gaiji=81B8	……よし、行こう。\nいよいよ、最終決戦だ。\n気合を入れていくぞ‼	……좋아，　가자．\n드디어　최종　결전이다．\n기합　넣고　간다‼
S2:STNSYS00:0	STNSYS00.MES	0	02587fff		疾きこと風のごとく……\n移動力重視の作戦だ！	빠르기는　바람처럼……\n이동력　중시　작전이다！
S2:STNSYS00:1	STNSYS00.MES	1	02587fff		今は、この命令を出している。\n移動力を活かして戦おう。	현재　명령은　이것이다．\n이동력을　살려　싸우자．
S2:STNSYS00:2	STNSYS00.MES	2	02597fff		花組各員に通達！\n「風」作戦を開始するぞ！	화조　전원에게　통보！\n「풍」　작전　개시다！
S2:STNSYS00:3	STNSYS00.MES	3	02587fff		林のように心静かに……\n本来の力を引き出すんだ！	숲처럼　마음을　고요히……\n본래의　힘을　끌어내자！
S2:STNSYS00:4	STNSYS00.MES	4	02587fff		今は、この命令を出している。\n本来の力で敵に立ち向かおう。	현재　명령은　이것이다．\n본래의　힘으로　맞서자．
S2:STNSYS00:5	STNSYS00.MES	5	02597fff		花組各員に通達！\n「林」作戦を開始するぞ！	화조　전원에게　통보！\n「림」　작전　개시다！
S2:STNSYS00:6	STNSYS00.MES	6	02587fff		炎のように熱く燃える……\n攻撃力重視の作戦だ！	불처럼　뜨겁게　타오르는……\n공격력　중시　작전이다！
S2:STNSYS00:7	STNSYS00.MES	7	02587fff		今は、この命令を出している。\n攻撃力を活かして戦おう。	현재　명령은　이것이다．\n공격력을　살려　싸우자．
S2:STNSYS00:8	STNSYS00.MES	8	02597fff		花組各員に通達！\n「火」作戦を開始するぞ！	화조　전원에게　통보！\n「화」　작전　개시다！
S2:STNSYS00:9	STNSYS00.MES	9	02587fff		構えること山のごとく……\n防御力重視の作戦だ！	산처럼　굳건히　버티는……\n방어력　중시　작전이다！
S2:STNSYS00:10	STNSYS00.MES	10	02587fff		今は、この命令を出している。\n防御力を活かして戦おう。	현재　명령은　이것이다．\n방어력을　살려　싸우자．
S2:STNSYS00:11	STNSYS00.MES	11	02597fff		花組各員に通達！\n「山」作戦を開始するぞ！	화조　전원에게　통보！\n「산」　작전　개시다！
S2:STNSYS00:12	STNSYS00.MES	12	02597fff		このままの作戦でいくぞ！	이대로　작전을　계속한다！
S2:STNSYS00:13	STNSYS00.MES	13	ea6002c2	dup=S1A:0102tbl:383	了解！	알겠습니다！
S2:STNSYS00:14	STNSYS00.MES	14	38a57fff		土蜘蛛の乗る魔操機兵\n「八葉」を撃破して！	토지구모가　탄　마조기병\n「팔엽」을　격파해！
S2:STNSYS00:15	STNSYS00.MES	15	02597fff		０メッセージ１－２	０메시지１－２
S2:STNSYS00:16	STNSYS00.MES	16	ffff7fff		０メッセージ１－３	０메시지１－３
S2:STNSYS00:17	STNSYS00.MES	17	ffff7fff		門の外に出て、\n土機を撃破するのよ！	문　밖으로　나가，\n토기를　격파해！
S2:STNSYS00:18	STNSYS00.MES	18	ffff7fff		敵の大将、土は、\n攻撃回数が多いわ。\n気をつけるのよ！	적장　토지구모는\n공격　횟수가　많아．\n조심해！
S2:STNSYS00:19	STNSYS00.MES	19	ffff7fff		０メッセージ２－３	０메시지２－３
S2:STNSYS00:20	STNSYS00.MES	20	ffff7fff		大神さん、山崎は強いわ。\n一時撤退しましょう！	야마자키는　강해요．\n일단　후퇴하죠！
S2:STNSYS00:21	STNSYS00.MES	21	ffff7fff		０メッセージ３－２	０메시지３－２
S2:STNSYS00:22	STNSYS00.MES	22	ffff7fff		０メッセージ３－３	０메시지３－３
S2:STNSYS00:23	STNSYS00.MES	23	02587fff		花組の隊長、大神一郎。\n高い戦闘力と、\n勇敢な心を持っている。	화조　대장，　오오가미．\n높은　전투력과\n용감한　마음을　지녔다．
S2:STNSYS00:24	STNSYS00.MES	24	04b27fff		北辰一刀流、真宮寺さくら。\n素早い動きで、\n敵を一刀両断する。	북진일도류，　사쿠라．\n빠른　움직임으로\n적을　일도양단한다．
S2:STNSYS00:25	STNSYS00.MES	25	08987fff		神崎風塵流、神崎すみれ。\n華麗なナギナタの技は、\n見るものの心をもとらえる。	칸자키　풍진류，　스미레．\n화려한　나기나타　기술은\n보는　이의　마음마저　홀려．
S2:STNSYS00:26	STNSYS00.MES	26	0c807fff		射撃手、マリア・タチバナ。\n氷の銃弾は、狙った\n獲物を決して逃さない。	사격수，　마리아．\n얼음　탄환은　노린\n먹이를　놓치지　않는다．
S2:STNSYS00:27	STNSYS00.MES	27	10687fff		桐島流空手、桐島カンナ。\n圧倒的なパワーで、むらがる\n敵を粉砕する。	가라테의　달인，　칸나．\n압도적　파워로　몰려드는\n적을　분쇄한다．
S2:STNSYS00:28	STNSYS00.MES	28	14507fff		花組のマスコット、アイリス。\n超能力を使った、\n不思議な攻撃で敵と戦う。	화조의　마스코트，\n아이리스．\n초능력으로　적과　싸운다．
S2:STNSYS00:29	STNSYS00.MES	29	18387fff		発明家、李紅蘭。\n次々に繰り出す発明品で、\n敵味方をあっといわせるぞ。	발명가，　코란．\n신제품을　잇달아　내놓아\n적과　아군을　놀라게　한다．
S2:STNSYS00:30	STNSYS00.MES	30	1c217fff		元星組隊員、ソレッタ・織姫。\nイタリアンローズの機体に乗り\n赤い貴族と呼ばれている。	전　별조　대원，　오리히메．\n이탈리안　로즈를　타고\n붉은　귀족이라　불린다．
S2:STNSYS00:31	STNSYS00.MES	31	20087fff		レニ・ミルヒシュトラーセ。\n戦闘のプロとして、正確な\n無駄のない攻撃を行う。	레니　밀히슈트라세．　전투의\n프로답게　정확하고　군더더기\n없는　공격을　한다．
S2:STNSYS00:32	STNSYS00.MES	32	06407fff		「イ型乙」（いがたおつ）\n近接攻撃用の魔操機兵。	「이형　을」\n근접　공격용　마조기병．
S2:STNSYS00:33	STNSYS00.MES	33	07087fff		「ロ型甲」（ろがたこう）\n間接攻撃用の魔操機兵。単体しか攻撃できない。	「로형　갑」\n간접　공격형，　１체만．
S2:STNSYS00:34	STNSYS00.MES	34	09607fff		「ハ型甲」（はがたこう）\n間接攻撃用の魔操機兵。\n複数に攻撃可能。	「하형　갑」\n간접　공격용　마조기병．\n복수　공격　가능．
S2:STNSYS00:35	STNSYS00.MES	35	0af07fff		「エル特」（えるとく）\n回復能力を持つ\n近接攻撃用の脇侍。	「엘　특」\n회복　능력을　지닌\n근접　공격용　협시．
S2:STNSYS00:36	STNSYS00.MES	36	4fb97fff		「八葉」（はちよう）\n撃破すると、\n演習終了となる。	「팔엽」\n격파하면\n연습　종료．
S2:STNSYS00:37	STNSYS00.MES	37	ea607fff		「円空」（えんくう）\n撃破すると、\n得点が１００点加算される。	「엔쿠」\n격파하면\n득점　１００점　추가．
S2:STNSYS00:38	STNSYS00.MES	38	ea607fff		「蒸気火箭」（じょうきかせん）\n撃破すると、\n得点が１００点加算される。	「증기화전」\n격파하면\n득점　１００점　추가．
S2:STNSYS00:39	STNSYS00.MES	39	ea607fff		「十字焔」（じゅうじほむら）\n撃破すると、\n得点が１００点加算される。	「십자염」\n격파하면\n득점　１００점　추가．
S2:STNSYS00:40	STNSYS00.MES	40	ea607fff		「魔来器」\n次々と降魔兵器を生み出す、\n降魔製造工場。	「마래기」\n잇달아　강마　병기를　만드는\n강마　제조　공장．
S2:STNSYS00:41	STNSYS00.MES	41	02587fff		メッセージ１９	메시지　１９
S2:STNSYS00:42	STNSYS00.MES	42	02587fff		メッセージ２０	메시지　２０
S2:STNSYS00:43	STNSYS00.MES	43	025a7fff		今のところ、\nかばう必要はなさそうだな。	지금은\n보호할　필요　없어　보이네．
S2:STNSYS00:44	STNSYS00.MES	44	02597fff		さくらくん……\n君は俺が守る！	사쿠라　군……\n내가　지킬게！
S2:STNSYS00:45	STNSYS00.MES	45	02597fff		すみれくん……\n君の盾になってもいいかい。	스미레　군……\n네　방패가　되어도　될까？
S2:STNSYS00:46	STNSYS00.MES	46	02597fff		マリア……\n君の背中を守らせてくれ。	마리아……\n네　뒤를　지키게　해　줘．
S2:STNSYS00:47	STNSYS00.MES	47	02597fff		カンナ……\n俺は、君を全力で守るぞ！	칸나……　내가　온　힘을\n다해　지키마！
S2:STNSYS00:48	STNSYS00.MES	48	02597fff		アイリス……\n俺が側にいるから、\n安心していいよ。	아이리스……\n내가　곁에　있으니，\n안심해도　돼．
S2:STNSYS00:49	STNSYS00.MES	49	02597fff		紅蘭……\nいつだって君を助けにゆくよ。	코란……\n언제든　널　도우러　갈게．
S2:STNSYS00:50	STNSYS00.MES	50	02597fff		織姫くん……\n苦しいときは、\nいつでも俺を呼んでくれ！	오리히메　군……\n힘들　때는，\n언제든　날　불러！
S2:STNSYS00:51	STNSYS00.MES	51	02597fff		レニ……\nたまには、\n守られたっていいだろう？	레니……\n가끔은，\n보호받아도　괜찮잖아？
S2:STNSYS00:52	STNSYS00.MES	52	04b00018	dup=S1S:m01mes:117	がんばって！　大神さん！	힘내요！　오오가미　씨！
S2:STNSYS00:53	STNSYS00.MES	53	04b20019	dup=S1S:m01mes:118	大神さんが頼りです！	오오가미　씨만　믿을게요！
S2:STNSYS00:54	STNSYS00.MES	54	04b3001a		無理しないでください、\n大神さん……	무리하지　마세요，\n오오가미　씨……
S2:STNSYS00:55	STNSYS00.MES	55	04b0001b		がんばります！	힘낼게요！
S2:STNSYS00:56	STNSYS00.MES	56	04b2001c		大神さんのために……\nあたし、やります！	오오가미　씨를　위해……\n제가　할게요！
S2:STNSYS00:57	STNSYS00.MES	57	04b1001d		あたしが\nがんばらなくっちゃ！	제가　힘내야　해요！
S2:STNSYS00:58	STNSYS00.MES	58	04b8001e		あたし……負けないわ……	저…　지지　않을　거예요…
S2:STNSYS00:59	STNSYS00.MES	59	04b2001f		……ありがとうございます。\n大神さん。	……감사합니다．\n오오가미　씨．
S2:STNSYS00:60	STNSYS00.MES	60	04b50020		大神さんがいてくれるから、\nあたし、がんばれます！	오오가미　씨가　계시니까\n저도　힘낼　수　있어요！
S2:STNSYS00:61	STNSYS00.MES	61	04b70251		大丈夫ですか……大神さん。	괜찮으세요…　오오가미　씨．
S2:STNSYS00:62	STNSYS00.MES	62	04b80022		大神さん……\nごめんなさい……	오오가미　씨……\n죄송해요……
S2:STNSYS00:63	STNSYS00.MES	63	04b30023		ここは大神さんに\nお任せします……\n……ごめんなさい。	여기는　오오가미　씨에게\n맡길게요……\n……죄송해요．
S2:STNSYS00:64	STNSYS00.MES	64	04b00024		やりましたね、大神さん！	해냈네요，　오오가미　씨！
S2:STNSYS00:65	STNSYS00.MES	65	04b20025		今日の大神さん、\n一味違いますね。	오늘　오오가미　씨는\n평소와　다르네요．
S2:STNSYS00:66	STNSYS00.MES	66	04b00026		やりました！	해냈어요！
S2:STNSYS00:67	STNSYS00.MES	67	04b20027		大神さんのおかげです！	오오가미　씨　덕분이에요！
S2:STNSYS00:68	STNSYS00.MES	68	04b50028		大神さん……\nあたし、信じています。	오오가미　씨……\n저는　믿고　있어요．
S2:STNSYS00:69	STNSYS00.MES	69	08980038		見せ場がきましてよ、少尉。	제　무대네요，　소위님．
S2:STNSYS00:70	STNSYS00.MES	70	089a0039		がんばってください、\nわたくしのために……	힘내　주세요，\n저를　위해……
S2:STNSYS00:71	STNSYS00.MES	71	089b003a		無理は禁物ですわ……	무리는　금물이에요……
S2:STNSYS00:72	STNSYS00.MES	72	0898003b		さあ、いきますわよ！	자，　갑니다！
S2:STNSYS00:73	STNSYS00.MES	73	089a003c		少尉、わたくしを\n見ていてくださいな。	소위님，\n저를　지켜봐　주세요．
S2:STNSYS00:74	STNSYS00.MES	74	0899003d		わたくしでなくては\nダメですわね。	저여야만　하겠군요．
S2:STNSYS00:75	STNSYS00.MES	75	08a0003e		こ、この程度で……	이，　이　정도로……
S2:STNSYS00:76	STNSYS00.MES	76	089a003f		うれしいですわ……\n少尉……	기뻐요……\n소위님……
S2:STNSYS00:77	STNSYS00.MES	77	089d0040		わたくしを守ることが\nできるのは少尉だけですわ。	저를　지킬　수　있는　건\n소위님뿐이에요．
S2:STNSYS00:78	STNSYS00.MES	78	089f0252		かっ、身体が勝手に\n動いただけですわ……	몸이　저절로\n움직였을　뿐이에요……
S2:STNSYS00:79	STNSYS00.MES	79	08a00042		わたくしとしたことが……	저답지　않게……
S2:STNSYS00:80	STNSYS00.MES	80	089b0043		少尉を……\n……置いてはいけないのに！	소위님을……\n……두고　갈　수는　없는데！
S2:STNSYS00:81	STNSYS00.MES	81	08980044		お見事ですわ、少尉。	훌륭해요，　소위님．
S2:STNSYS00:82	STNSYS00.MES	82	089a0045		りりしいですわよ、少尉。	늠름하시네요，　소위님．
S2:STNSYS00:83	STNSYS00.MES	83	08980046		たいしたことありませんわね。	별것도　아니네요．
S2:STNSYS00:84	STNSYS00.MES	84	089a0047		見てくださいました？　少尉。	보셨나요？　소위님．
S2:STNSYS00:85	STNSYS00.MES	85	089d0048		んふっ、\nちょろいもんですわね。\nねぇ、少尉……	후훗，\n이　정도야　식은　죽이죠．\n그렇죠，　소위님……
S2:STNSYS00:86	STNSYS00.MES	86	0c800058		隊長、お願いします。	대장님，　부탁드려요．
S2:STNSYS00:87	STNSYS00.MES	87	0c820059		隊長……\n信じています。	대장님……\n믿고　있어요．
S2:STNSYS00:88	STNSYS00.MES	88	0c83005a		隊長……\n慎重にいきましょう。	대장님……\n신중하게　가죠．
S2:STNSYS00:89	STNSYS00.MES	89	0c80005b		さぁ、覚悟しなさい。	자，　각오하세요．
S2:STNSYS00:90	STNSYS00.MES	90	0c82005c		私には、隊長が\nついていてくれる……	저에겐　대장님이\n곁에　계시니까……
S2:STNSYS00:91	STNSYS00.MES	91	0c81005d		私がしっかりしなくては……	제가　정신　차려야……
S2:STNSYS00:92	STNSYS00.MES	92	0c88005e		くっ、まだ……やれる！	큭，아직……　할　수　있어！
S2:STNSYS00:93	STNSYS00.MES	93	0c82005f		すいません、隊長。	죄송해요，　대장님．
S2:STNSYS00:94	STNSYS00.MES	94	0c850060		隊長の背中……\nとても大きく見えます……	대장님　등……\n정말　커　보이네요……
S2:STNSYS00:95	STNSYS00.MES	95	0c870253		隊長が無事でよかった……	대장님이　무사해서　다행……
S2:STNSYS00:96	STNSYS00.MES	96	0c880062		隊長……申し訳ありません……	대장님……　죄송해요……
S2:STNSYS00:97	STNSYS00.MES	97	0c830063		もう少し……\n隊長と共に……	조금만　더……\n대장님과　함께……
S2:STNSYS00:98	STNSYS00.MES	98	0c800064		やりますね、隊長。	잘하시네요，　대장님．
S2:STNSYS00:99	STNSYS00.MES	99	0c820065		隊長が\nいてくださってよかった……	대장님이　계셔서　다행……
S2:STNSYS00:100	STNSYS00.MES	100	0c80025d		ふんっ！　この程度……？	흥！　이　정도……？
S2:STNSYS00:101	STNSYS00.MES	101	0c820067		隊長、すばらしい指揮です！	대장님，　훌륭한　지휘예요！
S2:STNSYS00:102	STNSYS00.MES	102	0c850068		隊長が、私の力を\n何倍にもしてくれます。	대장님이　제　힘을\n몇　배나　키워　주세요．
S2:STNSYS00:103	STNSYS00.MES	103	10680078		やっちまえ！　隊長！	해치워！　대장님！
S2:STNSYS00:104	STNSYS00.MES	104	106a0079		あたいがついてるぜ、隊長。	내가　곁에　있어，　대장．
S2:STNSYS00:105	STNSYS00.MES	105	106b007a		隊長の気合を見せてくれ！	대장님，　기합을　보여　줘！
S2:STNSYS00:106	STNSYS00.MES	106	1068007b		あたいの番だな！	내　차례구나！
S2:STNSYS00:107	STNSYS00.MES	107	106a007c		みていてくれよなっ！\n隊長！	지켜봐　줘！\n대장！
S2:STNSYS00:108	STNSYS00.MES	108	1069007d		まとめて面倒みるぜ！	한꺼번에　상대해　주마！
S2:STNSYS00:109	STNSYS00.MES	109	1070007e		まだまだ、\nどんどんかかってこいっ！	아직　멀었어，\n어서　덤벼！
S2:STNSYS00:110	STNSYS00.MES	110	106a007f		すまねぇな、隊長。	미안하군，　대장．
S2:STNSYS00:111	STNSYS00.MES	111	106d0080		へへっ、\n守られるってのも悪くないな。	헤헤，　보호받는　것도\n나쁘지　않군．
S2:STNSYS00:112	STNSYS00.MES	112	106f0254		へへっ、らしくないぜぇ？\n隊長！	헤헤，　나답지　않지？\n대장！
S2:STNSYS00:113	STNSYS00.MES	113	10700082		ちくしょう……\nこんなところで……	젠장……\n이런　곳에서……
S2:STNSYS00:114	STNSYS00.MES	114	106b0083		隊長、すまない。\nあたいの分まで\nがんばってくれ！	대장，　미안하다．\n내　몫까지\n힘내　줘！
S2:STNSYS00:115	STNSYS00.MES	115	10680084		やるじゃねぇか！　隊長！	제법이잖아！　대장！
S2:STNSYS00:116	STNSYS00.MES	116	106a0085		ほれぼれするぜ！　隊長！	감탄스럽군！　대장！
S2:STNSYS00:117	STNSYS00.MES	117	10680086		ざっとこんなもんだぜ！	대충　이　정도지！
S2:STNSYS00:118	STNSYS00.MES	118	106a0087		へっへーん！\nどうだい！　隊長！	헤헤ー！\n어때！　대장！
S2:STNSYS00:119	STNSYS00.MES	119	106d0088		誰もあたいたちを\n止められねぇぜ！	아무도　우릴\n막을　수　없어！
S2:STNSYS00:120	STNSYS00.MES	120	14500098		がんばろうね、お兄ちゃん。	힘내자，　오빠．
S2:STNSYS00:121	STNSYS00.MES	121	14520099		お兄ちゃん、いっけぇー！	오빠，　가ー！
S2:STNSYS00:122	STNSYS00.MES	122	1453009a		お兄ちゃん……負けないで！	오빠……　지지　마！
S2:STNSYS00:123	STNSYS00.MES	123	1450009b	dup=S1S:m01mes:145	アイリス、いきまーす！	아이리스，　갑니다아！
S2:STNSYS00:124	STNSYS00.MES	124	1452009c		えへへっ、\nアイリスがんばるよ！	에헤헤，\n아이리스　힘낼게！
S2:STNSYS00:125	STNSYS00.MES	125	1451025c		アイリスが\nがんばらなくちゃ！	아이리스가\n힘내야　해！
S2:STNSYS00:126	STNSYS00.MES	126	1458009e		アイリス……もうだめ……	아이리스…　이제　안　돼…
S2:STNSYS00:127	STNSYS00.MES	127	1452009f		アイリスのために\n来てくれたんだぁー！	아이리스를　위해　왔구나ー！
S2:STNSYS00:128	STNSYS00.MES	128	145500a0		お兄ちゃんは、\n白馬のおうじさまだね！	오빠는\n백마　탄　왕자님이네！
S2:STNSYS00:129	STNSYS00.MES	129	14570255		お兄ちゃん……\nアイリスがついてるからね。	오빠……\n아이리스가　곁에　있을게．
S2:STNSYS00:130	STNSYS00.MES	130	145800a2		あ……止まっちゃった……	아……　멈췄어……
S2:STNSYS00:131	STNSYS00.MES	131	145300a3		お兄ちゃん……\nごめんね……	오빠……\n미안해……
S2:STNSYS00:132	STNSYS00.MES	132	145000a4		わーい、やったね！\nお兄ちゃん！	와ー，　해냈다！\n오빠！
S2:STNSYS00:133	STNSYS00.MES	133	145200a5		お兄ちゃん、\nすごい、すっごーい！	오빠，\n대단해，　정말　대단해ー！
S2:STNSYS00:134	STNSYS00.MES	134	145000a6		アイリス、すごいでしょ！	아이리스，　대단하지！
S2:STNSYS00:135	STNSYS00.MES	135	145200a7		ねぇ、ねぇ！\nほめてほめて！	있잖아，　있잖아！\n칭찬해　줘，　칭찬해　줘！
S2:STNSYS00:136	STNSYS00.MES	136	145500a8		お兄ちゃんがいれば、\nアイリスなんにも恐くないよ！	오빠만　있으면，\n아이리스는　안　무서워！
S2:STNSYS00:137	STNSYS00.MES	137	183800b8		頼んだで、大神はん。	부탁한다，　오오가미　씨．
S2:STNSYS00:138	STNSYS00.MES	138	183a00b9		ウチらの力、見せたろうで！	우리　힘을　보여　주자！
S2:STNSYS00:139	STNSYS00.MES	139	183b00ba		だ、大丈夫かいな、大神はん。	괜찮나，　오오가미　씨．
S2:STNSYS00:140	STNSYS00.MES	140	183800bb		ほな、いってみよか！	그럼，　가　볼까！
S2:STNSYS00:141	STNSYS00.MES	141	183a00bc		大神はん、\nウチにまーかしとき！	오오가미　씨，\n나한테　맡겨！
S2:STNSYS00:142	STNSYS00.MES	142	183900bd		ウチががんばらんと！	내가　힘내야　해！
S2:STNSYS00:143	STNSYS00.MES	143	184000be		や、やばいで……	이，　이거　위험해……
S2:STNSYS00:144	STNSYS00.MES	144	183a00bf		お、おおきに、\n大神はん……	고，　고마워，\n오오가미　씨……
S2:STNSYS00:145	STNSYS00.MES	145	183d00c0		もう、そないなことされたら、\nウチ……	그렇게까지　해　주면，\n나……
S2:STNSYS00:146	STNSYS00.MES	146	183f0256		大神はんがおらんと、\nウチ……こまるんや。	오오가미　씨가　없으면，\n나……　곤란해．
S2:STNSYS00:147	STNSYS00.MES	147	184000c2		そのへんで、堪忍や……	이쯤에서　봐줘……
S2:STNSYS00:148	STNSYS00.MES	148	183b00c3		大神はん、すんまへん。	오오가미　씨，　미안해．
S2:STNSYS00:149	STNSYS00.MES	149	183800c4		大神はん、その調子や！	오오가미　씨，　그　기세야！
S2:STNSYS00:150	STNSYS00.MES	150	183a00c5		ええ感じやで！　大神はん！	좋은데！　오오가미　씨！
S2:STNSYS00:151	STNSYS00.MES	151	183800c6		いっちょあがりや！	한　건　해냈다！
S2:STNSYS00:152	STNSYS00.MES	152	183a00c7		大神はん、\nやったで、ウチ！	오오가미　씨，\n나　해냈어！
S2:STNSYS00:153	STNSYS00.MES	153	183d00c8		ウチらの力を合わせれば、\n千人力や！	우리　힘을　합치면，\n천군만마야！
S2:STNSYS00:154	STNSYS00.MES	154	1c2000d8		少尉さん、\nお手並み拝見でーす！	소위님，\n실력을　보여　주세요ー！
S2:STNSYS00:155	STNSYS00.MES	155	1c2200d9		早く終わらせて帰りましょー。	빨리　끝내고　돌아가요ー．
S2:STNSYS00:156	STNSYS00.MES	156	1c2600da		ちょっと、\nヤバそうってカンジ！	잠깐，\n좀　위험해　보이는　느낌！
S2:STNSYS00:157	STNSYS00.MES	157	1c2000db		たのしいでーす！	재밌어요ー！
S2:STNSYS00:158	STNSYS00.MES	158	1c2200dc		わたしを見ていてくださーい！	저를　지켜봐　주세요ー！
